RefSeq ID	spacer_start	spacer_end	direction	confidence
NC_012962	2858418	2858450	R	LOW
NC_012962	3153676	3153708	F	MEDIUM
NZ_FANN01000101	9610	9647	R	HIGH
NC_012962	3153676	3153708	F	MEDIUM
NC_012962	2858358	2858390	R	LOW
NC_012962	2858358	2858390	R	LOW
NC_012962	3153736	3153768	R	LOW
NC_012962	3153796	3153828	F	MEDIUM
NC_012034	165127	165163	R	MEDIUM
NZ_FXXF01000001	429608	429644	R	MEDIUM
NZ_FUZN01000002	262918	262954	R	MEDIUM
NZ_FXXD01000002	2451814	2451850	R	MEDIUM
NZ_FXXE01000001	436864	436900	R	MEDIUM
NZ_BBYR01000056	33080	33112	F	MEDIUM
NZ_FUZJ01000001	217300	217336	R	MEDIUM
NZ_FUZL01000001	2240013	2240049	R	MEDIUM
NZ_FXXC01000001	141733	141769	R	MEDIUM
NZ_FWDH01000001	2248169	2248205	R	MEDIUM
NZ_PEEZ01000002	2644158	2644194	R	MEDIUM
NZ_PVZD01000002	926694	926730	R	MEDIUM
NZ_PEFB01000001	1063715	1063751	R	MEDIUM
NC_012032	4549688	4549726	F	HIGH
NC_012032	4549688	4549726	F	HIGH
NC_011894	6088569	6088604	R	HIGH
NZ_BBYR01000056	33080	33112	F	MEDIUM
NC_011894	6088569	6088604	R	HIGH
NC_011894	6088569	6088604	R	HIGH
NC_011894	6088569	6088604	R	HIGH
NC_011894	6089033	6089068	R	HIGH
NC_009436	1518925	1518957	F	MEDIUM
NZ_LLNF01000005	54426	54458	F	MEDIUM
NZ_FUSB01000003	298480	298518	R	HIGH
NZ_FUQM01000021	5302	5340	F	LOW
NC_010278	238785	238817	F	HIGH
NZ_FAFK01000145	498	536	R	HIGH
NZ_CP013919	539237	539272	F	HIGH
NZ_CYZU01000036	42776	42810	F	MEDIUM
NZ_CYWF01000014	274468	274503	F	LOW
NZ_CZZQ01000028	6573	6609	R	MEDIUM
NZ_FUPY01000023	45381	45417	R	MEDIUM
NZ_FAOK01000044	18875	18912	R	MEDIUM
NZ_FUSQ01000006	127457	127493	R	MEDIUM
NZ_FUSO01000007	127555	127591	R	MEDIUM
NZ_FUSO01000027	2669	2707	R	MEDIUM
NZ_FUSQ01000006	127063	127100	R	MEDIUM
NZ_FUSO01000007	127161	127198	R	MEDIUM
NZ_FUUB01000001	247972	248009	R	MEDIUM
NZ_CYZL01000012	5750	5783	R	LOW
NZ_FUUC01000002	200789	200826	F	HIGH
NZ_AYPR01000015	75384	75418	R	MEDIUM
NZ_AYQC01000013	245597	245631	R	MEDIUM
NZ_AYQB01000018	75352	75386	R	MEDIUM
NZ_AYPR01000015	75855	75891	R	MEDIUM
NZ_AYQC01000013	246068	246104	R	MEDIUM
NZ_AYQB01000018	75823	75859	R	MEDIUM
NZ_AYPR01000015	77118	77153	NA	NA
NZ_AYQC01000013	247331	247366	NA	NA
NZ_AYQB01000018	77086	77121	NA	NA
NZ_CEMY01000003	1095699	1095734	R	HIGH
NZ_AYPR01000015	75184	75217	R	MEDIUM
NZ_AYQC01000013	245397	245430	R	MEDIUM
NZ_AYQB01000018	75152	75185	R	MEDIUM
NZ_PQWA01000004	72728	72760	R	HIGH
NZ_FLXL01000045	5775	5807	F	LOW
NZ_KE159726	263362	263397	F	HIGH
NZ_ASTD01000017	229	264	F	HIGH
NZ_ASTD01000017	30	64	F	HIGH
NZ_ASTD01000017	96	130	F	HIGH
NZ_KE159726	263229	263263	F	HIGH
NZ_JPWZ01000231	963	995	F	MEDIUM
NZ_KE159726	263163	263197	F	HIGH
NZ_KE159726	263163	263197	F	HIGH
NZ_ASTD01000017	162	197	F	HIGH
NZ_KE159726	263295	263330	F	MEDIUM
NZ_ASTD01000018	162	196	F	HIGH
NZ_KE159726	263965	263999	F	MEDIUM
NZ_KE136672	199315	199348	F	HIGH
NZ_ASWI01000004	307357	307387	F	LOW
NZ_ASTC01000027	663	697	F	HIGH
NZ_KE159711	58249	58283	F	HIGH
NZ_JTIH01000003	249973	250003	R	LOW
NZ_KV795071	144907	144947	R	MEDIUM
NZ_FWIW01000003	125038	125070	R	HIGH
NZ_LGRE01000001	247951	247980	R	HIGH
NZ_LLKR01000064	246911	246940	R	HIGH
NZ_LQGB01000038	26038	26070	F	MEDIUM
NC_021577	1419634	1419666	R	HIGH
NZ_LNDM01000004	111863	111895	F	LOW
NZ_LLNZ01000023	346885	346917	R	HIGH
NZ_JWEK01000186	651	683	F	LOW
NZ_CM002276	894880	894912	F	MEDIUM
NZ_LQDY01000004	94224	94256	F	MEDIUM
NZ_KV821496	70411	70445	R	HIGH
NZ_LQEA01000004	94224	94256	F	MEDIUM
NZ_LQFA01000037	92454	92486	F	MEDIUM
NZ_LQFH01000034	92414	92446	F	MEDIUM
NZ_LQFJ01000031	92454	92486	F	MEDIUM
NZ_LQGB01000038	25078	25110	F	MEDIUM
NZ_LQFA01000037	91554	91586	R	HIGH
NZ_LQFH01000034	91514	91546	R	HIGH
NZ_LQFJ01000031	91554	91586	R	HIGH
NZ_LQGB01000038	27840	27872	F	HIGH
NZ_CM002276	896201	896233	F	HIGH
NZ_MIQH01001249	5120	5150	R	HIGH
NZ_CM002276	894460	894492	F	HIGH
NZ_JTKV01000032	49217	49246	R	MEDIUM
NZ_KE340328	16934	16970	F	HIGH
NZ_KE340328	9688	9724	F	HIGH
NZ_KE340328	9362	9398	F	LOW
NZ_KE340328	14303	14337	F	MEDIUM
NZ_KE340328	9428	9462	F	LOW
NZ_KE340328	9754	9789	F	MEDIUM
NZ_KE340297	1175493	1175526	R	MEDIUM
NZ_KE340297	1175371	1175404	F	MEDIUM
NZ_MPOH01000477	335	367	F	MEDIUM
NZ_KE340297	1175554	1175588	R	MEDIUM
NZ_KE340297	1175432	1175465	F	MEDIUM
NZ_KE340297	1175310	1175343	F	MEDIUM
NZ_KE340297	1175127	1175160	R	HIGH
NZ_KE340297	1175188	1175221	R	HIGH
NZ_AGVX02000010	9344	9381	F	HIGH
NZ_AHQK01000355	505	537	R	MEDIUM
NZ_AHQK01000355	200	232	R	MEDIUM
NZ_AHQK01000355	139	171	R	MEDIUM
NZ_AHQL01000237	415	447	F	MEDIUM
NZ_JXDT01000116	10820	10853	F	HIGH
NZ_AHQL01000259	626	658	R	HIGH
NZ_AHQY01000096	22593	22626	R	MEDIUM
NZ_AHQY01000295	5810	5842	F	MEDIUM
NZ_KB900163	1219	1252	F	LOW
NZ_AJGI01000020	3909	3942	R	HIGH
NZ_MKYN01000008	70059	70092	R	HIGH
NZ_LYWW01000013	195298	195330	F	HIGH
NZ_LLLU01000053	39317	39349	F	LOW
NZ_JTPK01000007	148400	148432	F	MEDIUM
NZ_LLUO01000001	424505	424537	F	MEDIUM
NZ_JXDV01000098	3724	3757	R	HIGH
NZ_LLUO01000042	33622	33654	R	HIGH
NZ_LLUO01000042	33682	33714	R	HIGH
NZ_AJLN01000116	223055	223091	F	HIGH
NZ_AJLN01000116	755442	755484	F	HIGH
NZ_CP016921	230053	230085	R	HIGH
NZ_KQ236857	195689	195721	R	HIGH
NZ_NFWT01000125	2767	2799	F	MEDIUM
NZ_NFWS01000129	2767	2799	F	MEDIUM
NZ_JWPY01000009	4162	4194	F	MEDIUM
NZ_JXEB01000145	3597	3630	R	HIGH
NZ_CP020854	252192	252224	R	MEDIUM
NZ_NGTD01000003	123442	123474	R	HIGH
NZ_LJDW02000086	14298	14330	R	HIGH
NZ_KB372875	37328	37366	F	HIGH
NZ_KB372916	54135	54173	R	HIGH
NZ_KB373060	37580	37618	F	HIGH
NZ_AMFN01000002	574446	574478	F	MEDIUM
NZ_AMFN01000002	574446	574478	F	MEDIUM
NZ_AMFN01000002	542174	542207	F	MEDIUM
NZ_KQ956332	362	399	R	MEDIUM
NZ_ANAS01000036	89519	89555	F	HIGH
NZ_ANAD01000179	6010	6040	R	MEDIUM
NZ_ANAM01000008	564176	564211	R	HIGH
NZ_ANAW01000285	40556	40591	F	MEDIUM
NZ_ANBA01000007	285716	285748	F	LOW
NZ_ANBC01000682	48	81	R	HIGH
NZ_ANBC01000682	170	203	F	MEDIUM
NZ_ANBC01000644	374	406	R	LOW
NZ_ANBC01000900	6095	6127	F	MEDIUM
NZ_FZXY01000025	19638	19668	F	LOW
NZ_CMZI01000135	292	322	R	MEDIUM
NZ_ANCM01000101	19944	19974	R	HIGH
NZ_ANCO01000091	8161	8191	R	HIGH
NZ_KB235948	6795274	6795309	R	HIGH
NZ_JQRS01000023	18666	18698	R	MEDIUM
NZ_MWJD01000001	1637246	1637283	R	MEDIUM
NZ_APCS01000045	39653	39688	F	HIGH
NZ_PWAV01000019	20629	20661	R	HIGH
NZ_PWAU01000019	88721	88753	F	MEDIUM
NZ_PWAT01000020	88820	88852	F	MEDIUM
NZ_CP028555	1002237	1002269	F	MEDIUM
NZ_CMZN01000164	358	388	F	MEDIUM
NZ_NGZG01000019	88883	88915	F	MEDIUM
NZ_KB822604	145465	145498	F	LOW
NZ_AQUI01000002	1404459	1404498	F	HIGH
NZ_AQUY01000008	643	677	R	LOW
NZ_AQWN01000007	191199	191235	F	LOW
NZ_AVLM01000171	7624	7660	R	MEDIUM
NZ_AVHP01000173	96	132	F	HIGH
NZ_CMZA01000029	24393	24423	F	MEDIUM
NZ_CMZA01000029	24393	24423	R	LOW
NZ_AVID01000074	3783	3819	R	HIGH
NZ_AQXE01000010	166823	166855	R	MEDIUM
NZ_AQXE01000010	166823	166855	R	MEDIUM
NZ_AQXE01000010	167122	167154	F	LOW
NZ_AQXE01000010	167003	167035	F	HIGH
NZ_AQXE01000010	166823	166855	R	MEDIUM
NZ_AQXE01000003	397	429	F	HIGH
NZ_AQXE01000010	167122	167154	F	LOW
NZ_KB900391	494690	494726	R	HIGH
NZ_KI911450	202221	202256	R	HIGH
NZ_CMYK01000030	23193	23223	R	MEDIUM
NZ_KB900388	1457977	1458012	R	LOW
NZ_KB900388	1458126	1458161	R	LOW
NZ_KB905360	28075	28112	R	LOW
NZ_KB897043	10514	10547	R	HIGH
NZ_KB905360	28142	28180	R	MEDIUM
NZ_KB900614	1764107	1764140	F	HIGH
NZ_KB900614	1764107	1764140	F	HIGH
NZ_KB900614	4395867	4395907	F	LOW
NZ_AZVX01000058	11185	11222	R	LOW
NZ_AZVX01000058	11586	11624	F	LOW
NZ_CMYK01000030	23985	24015	R	MEDIUM
NZ_KB900614	1510298	1510336	R	MEDIUM
NZ_KB900614	1510700	1510737	R	LOW
NZ_KB900614	4398590	4398628	R	HIGH
NZ_KB900614	4398665	4398701	R	HIGH
NZ_KB900614	4395353	4395393	R	LOW
NZ_KB905378	2907512	2907547	F	LOW
NZ_CDOG01000028	3510	3539	R	HIGH
NZ_CDOF01000078	3575	3605	R	HIGH
NZ_KB903721	11060	11096	R	HIGH
NZ_JPHN01000095	2015	2051	F	HIGH
NZ_CMYK01000030	24117	24147	F	LOW
NZ_JPHN01000095	80	117	F	HIGH
NZ_JPHN01000095	1146	1181	F	HIGH
NZ_KB903721	11930	11965	R	HIGH
NZ_JPHN01000095	611	648	F	HIGH
NZ_KB903721	12623	12660	R	HIGH
NZ_JPHN01000094	1195	1229	F	HIGH
NZ_JPHN01000095	215	252	F	HIGH
NZ_KB903721	13019	13056	R	HIGH
NZ_JPHN01000095	1882	1917	F	HIGH
NZ_KB903721	11194	11229	R	HIGH
NZ_CMYV01000027	838	868	R	LOW
NZ_JPHN01000095	1477	1512	F	HIGH
NZ_KB903721	11533	11567	R	HIGH
NZ_KB903721	11599	11634	R	HIGH
NZ_JPHN01000095	1544	1578	F	HIGH
NZ_KB903721	13221	13256	R	HIGH
NZ_JPHN01000095	879	914	F	HIGH
NZ_KB903721	11261	11297	R	HIGH
NZ_JPHN01000095	1814	1850	F	HIGH
NZ_KB903721	11997	12033	R	HIGH
NZ_KB903721	12955	12987	R	HIGH
NZ_CMYS01000027	25697	25727	F	LOW
NZ_JPHN01000095	1078	1114	F	HIGH
NZ_JPHN01000095	284	316	F	HIGH
NZ_KB904206	668	705	R	HIGH
NZ_JRFB01000011	441796	441825	R	LOW
NZ_BAKQ01000004	52905	52939	F	HIGH
NZ_KB904147	58074	58108	R	HIGH
NZ_KB904564	41210	41240	F	HIGH
NZ_KB904630	110473	110508	F	HIGH
NZ_KB904657	412	449	R	LOW
NZ_KB891114	3289	3322	F	LOW
NZ_CMYX01000030	22931	22961	F	MEDIUM
NZ_KB891114	3350	3383	F	LOW
NZ_KB891328	206181	206217	R	HIGH
NZ_KB891328	207718	207754	R	HIGH
NZ_KB891994	390593	390625	R	LOW
NZ_KB891994	390227	390259	R	MEDIUM
NZ_CP011374	52362	52390	R	MEDIUM
NZ_KK106988	479922	479955	R	LOW
NZ_KI912586	23687	23726	F	LOW
NZ_KB896028	45250	45289	NA	NA
NZ_KB892703	76935	76970	R	HIGH
NZ_KB892703	76935	76970	R	HIGH
NZ_CMYX01000030	23788	23818	R	MEDIUM
NZ_KB892637	455842	455879	R	HIGH
NZ_AUUC01000015	178	213	R	HIGH
NZ_KB892703	77810	77845	R	HIGH
NZ_KB892667	8194	8227	R	HIGH
NZ_KB892703	76527	76562	R	HIGH
NZ_KB892703	77542	77575	R	HIGH
NZ_KB892667	8325	8359	R	HIGH
NZ_KB892667	8391	8424	R	HIGH
NZ_KB892703	76326	76360	R	HIGH
NZ_KB892703	75787	75821	R	HIGH
NZ_CMZS01000010	43504	43534	F	LOW
NZ_KB892703	76191	76225	R	HIGH
NZ_KB892637	456309	456343	R	HIGH
NZ_KB892657	33166	33200	F	HIGH
NZ_KB892667	8521	8555	R	HIGH
NZ_KB892637	456375	456408	R	HIGH
NZ_KB892667	8652	8686	R	HIGH
NZ_KB892703	76124	76158	R	HIGH
NZ_KB892667	7268	7301	R	HIGH
NZ_KB892667	7402	7435	R	HIGH
NZ_KB892667	7932	7965	R	HIGH
NZ_CMZW01000030	23320	23350	F	LOW
NZ_KB892637	455911	455944	R	HIGH
NZ_KB892703	75255	75288	R	HIGH
NZ_KB892657	33299	33333	F	HIGH
NZ_KB892667	8063	8097	R	HIGH
NZ_KB892667	9708	9743	R	HIGH
NZ_KB892703	75854	75888	R	HIGH
NZ_KB892667	8784	8818	R	HIGH
NZ_KB892637	456109	456143	R	HIGH
NZ_KB892667	8917	8952	R	HIGH
NZ_AUUC01000013	166856	166888	R	HIGH
NZ_CMZV01000029	96	126	F	HIGH
NZ_KB892671	69079	69111	F	MEDIUM
NZ_KB892667	8984	9019	R	HIGH
NZ_KB892637	456175	456210	R	HIGH
NZ_KB892703	77003	77038	R	HIGH
NZ_KB892703	77273	77307	R	HIGH
NZ_KB892667	9576	9610	R	HIGH
NZ_KB892637	456836	456870	R	HIGH
NZ_KB892703	77407	77441	R	HIGH
NZ_KB892703	77742	77777	R	HIGH
NZ_AUUC01000015	110	145	R	HIGH
NZ_CNAA01000032	23260	23290	R	MEDIUM
NZ_KB892637	456506	456541	R	HIGH
NZ_KB892637	456573	456606	R	HIGH
NZ_KB892703	76258	76293	R	HIGH
NZ_KB892657	32566	32601	F	HIGH
NZ_KB892703	76868	76902	R	HIGH
NZ_KB892703	77071	77106	R	HIGH
NZ_KB892637	456242	456277	R	HIGH
NZ_KB892703	77340	77374	R	HIGH
NZ_KB892637	455976	456010	R	HIGH
NZ_KB892637	456769	456804	R	HIGH
NZ_CHIJ01000027	23050	23080	R	MEDIUM
NZ_KB892703	75589	75622	R	HIGH
NZ_KB892703	77474	77509	R	HIGH
NZ_KB892667	9510	9544	R	HIGH
NZ_KE392236	22531	22565	R	HIGH
NZ_KB892657	31836	31871	F	HIGH
NZ_KB892703	76460	76494	R	HIGH
NZ_KB893937	11474	11504	F	HIGH
NZ_KB893937	11408	11438	F	LOW
NZ_KB894093	242763	242799	R	HIGH
NZ_KB894282	11129	11164	R	HIGH
NZ_CMZQ01000031	22906	22936	F	LOW
NZ_KB894282	11064	11099	R	HIGH
NZ_KB894733	9548	9582	F	MEDIUM
NZ_AZWK01000001	403249	403281	R	LOW
NZ_KB894962	821817	821847	R	LOW
NZ_KB895112	105197	105229	R	HIGH
NZ_KB895046	28866	28898	F	LOW
NZ_KB895112	105137	105168	R	LOW
NZ_KB895112	105502	105534	R	HIGH
NZ_KB895358	3045	3077	F	LOW
NZ_KB895931	37514	37546	F	MEDIUM
NZ_CMZQ01000031	23104	23134	R	MEDIUM
NZ_KB895916	92970	93003	F	LOW
NZ_KB895916	92848	92881	R	LOW
NZ_KB895916	92909	92942	R	LOW
NZ_KI912586	23837	23877	F	LOW
NZ_KB896028	45099	45139	F	LOW
NZ_KB896028	43655	43688	F	MEDIUM
NZ_KI911498	71607	71640	R	HIGH
NZ_KI911498	71729	71762	R	LOW
NZ_KB896018	88037	88070	R	LOW
NZ_CMZU01000026	23055	23085	R	LOW
NZ_KB896088	41838	41871	R	LOW
NZ_KB896042	2156	2189	R	HIGH
NZ_KI911499	297769	297802	R	HIGH
NZ_KB896074	297839	297873	R	HIGH
NZ_KI912586	23914	23954	F	LOW
NZ_KB896028	45022	45062	F	LOW
NZ_KI911500	33386	33425	F	LOW
NZ_KB896079	33374	33413	F	LOW
NZ_KB896079	33374	33413	F	LOW
NZ_KB896272	45108	45141	F	MEDIUM
NZ_CMZU01000026	23951	23981	R	MEDIUM
NZ_AZWD01000059	3538	3574	R	LOW
NZ_KI911488	9163	9199	R	LOW
NZ_KB896704	136463	136496	R	MEDIUM
NZ_KB896608	531421	531453	F	LOW
NZ_KB897043	10148	10181	R	MEDIUM
LBMB01000214	11392	11424	F	HIGH
NZ_KB897271	798	831	F	LOW
NZ_KB897250	146764	146803	F	LOW
NZ_AUKS01000044	14349	14381	F	LOW
NZ_AZXH01000046	11083	11123	F	LOW
NZ_KB898419	2033	2074	F	LOW
NZ_CMZU01000026	24280	24310	R	MEDIUM
NZ_KB898414	706	744	F	HIGH
NZ_AZWX01000009	134890	134929	R	MEDIUM
NZ_KB898587	7186	7220	F	HIGH
NZ_KB898625	196592	196623	R	MEDIUM
NZ_JQJE01000020	93941	93971	F	LOW
NZ_KB899147	73056	73085	R	HIGH
NZ_JQJE01000020	93810	93839	F	LOW
NZ_BAJB01000004	65511	65541	R	MEDIUM
NZ_KL205536	133199	133230	F	HIGH
NZ_BAJB01000004	64721	64751	F	MEDIUM
NZ_CMYC01000039	16783	16813	F	LOW
NZ_MUKV01000004	40613	40645	R	HIGH
NZ_MUKV01000004	30103	30135	F	HIGH
NZ_MUKV01000004	30163	30195	R	HIGH
NZ_HE978533	70397	70434	R	HIGH
NZ_HE978511	1098533	1098569	R	HIGH
NZ_MWUY01000002	28580	28609	R	MEDIUM
NZ_MWRQ01000002	28193	28222	R	MEDIUM
NZ_MWRR01000002	28454	28483	R	MEDIUM
NZ_MWRS01000003	376937	376968	R	MEDIUM
NZ_CAPH01000018	212801	212831	R	HIGH
NZ_CMYC01000039	17310	17340	R	MEDIUM
NZ_AEAW01000038	457	487	R	MEDIUM
NZ_AEPI01000066	59106	59140	F	MEDIUM
NZ_JENR01000121	62881	62918	F	MEDIUM
NZ_AESC01000060	12178	12214	R	MEDIUM
NZ_LLUO01000042	22551	22583	R	LOW
NZ_CP012152	1993546	1993582	R	MEDIUM
NZ_JRZG01000015	9576	9612	R	MEDIUM
NZ_ALOX01000213	762	794	R	MEDIUM
NZ_KB903808	77191	77223	F	MEDIUM
NZ_KB903808	77071	77103	F	MEDIUM
NZ_CMZC01000028	25703	25733	F	LOW
NZ_KB903808	77131	77163	F	MEDIUM
NZ_KB903808	75030	75062	F	LOW
NZ_KB903808	74430	74462	F	MEDIUM
NZ_KB903808	72688	72720	F	MEDIUM
NZ_KB903808	74850	74882	F	LOW
NZ_KB905548	125151	125185	F	HIGH
NZ_KB905819	389628	389660	R	LOW
NZ_KB905817	320453	320484	R	LOW
NZ_KB905819	389811	389843	R	MEDIUM
NZ_KB905832	44003	44035	F	LOW
NZ_CMZC01000028	27695	27725	R	MEDIUM
NZ_KB906273	64842	64874	F	LOW
NZ_NFYD01000067	66467	66500	R	LOW
NZ_FLWA01000002	931033	931066	R	HIGH
NZ_JTPK01000007	147740	147772	R	LOW
NZ_LLUO01000001	425165	425197	F	HIGH
NZ_LLFE01000200	2678	2710	F	MEDIUM
NZ_AGGT01000165	814	848	F	LOW
NZ_AGHE01000001	9600	9633	F	LOW
NZ_AGHQ01000084	3093	3129	R	MEDIUM
NZ_APWM01000001	330523	330555	F	HIGH
NZ_CMZC01000028	28025	28055	R	MEDIUM
NZ_KB913036	3511796	3511835	R	LOW
NZ_KB913036	3511793	3511832	R	LOW
NZ_JQCI01000057	1627	1657	R	MEDIUM
NZ_BANO01000134	1345	1381	R	HIGH
NZ_HE998567	1468121	1468155	F	HIGH
NZ_DF238893	95482	95512	R	LOW
NZ_BANP01000003	95482	95512	R	LOW
NZ_DF238893	96604	96634	R	LOW
NZ_DF238893	97329	97359	R	LOW
NZ_BANP01000003	97329	97359	R	LOW
NZ_CMZC01000028	28289	28319	R	MEDIUM
NZ_DF238893	97065	97095	NA	NA
NZ_BANP01000003	97065	97095	NA	NA
NZ_DF238893	98318	98348	NA	NA
NZ_BANP01000003	98318	98348	NA	NA
NZ_FLXZ01000007	218852	218884	F	HIGH
NZ_AMPG01000002	487714	487751	R	LOW
NC_009012	3787669	3787707	F	HIGH
NZ_AQOV01000002	150897	150929	F	LOW
NZ_KI911500	33309	33349	F	LOW
NZ_KB896079	33297	33337	F	LOW
NZ_CIKO01000025	508	538	R	LOW
NZ_KB896079	33297	33337	F	LOW
NZ_KB896079	33825	33862	F	LOW
NZ_KB896079	33825	33862	F	LOW
NZ_KB896074	296559	296592	F	LOW
NZ_KB896074	296437	296470	R	LOW
NZ_KB896074	296681	296714	R	HIGH
NZ_KI911498	72768	72801	R	LOW
NZ_KB896088	40799	40832	R	LOW
NZ_KB896022	91126	91158	R	MEDIUM
NZ_KB906767	6690412	6690457	R	LOW
NZ_CIKO01000025	1320	1349	R	LOW
NZ_JTRM01000018	271084	271116	F	HIGH
NZ_CP017293	3080542	3080574	F	HIGH
NZ_NFFR01000038	39389	39421	F	HIGH
NZ_ANIH01000026	1589	1624	R	HIGH
NZ_ANIH01000063	213	247	R	HIGH
NZ_ANIH01000072	236	270	F	HIGH
NZ_JQRS01000023	19093	19125	R	HIGH
NZ_JQRS01000023	18788	18820	R	HIGH
NZ_ANMY01000020	3070	3101	F	LOW
NZ_ANMY01000020	3130	3162	F	LOW
NZ_CFKI01000035	17112	17142	R	LOW
NZ_ANMY01000020	2034	2066	R	LOW
NZ_ANMY01000020	3191	3223	F	LOW
NZ_ANMY01000055	76999	77031	F	MEDIUM
NZ_ANMY01000055	77121	77153	F	MEDIUM
LCSM01000204	18581	18613	F	HIGH
NZ_ATSZ01000017	4754	4789	R	LOW
NC_021739	529903	529937	R	HIGH
NC_021743	489719	489753	R	HIGH
NZ_MXOC01000008	188974	189007	F	MEDIUM
NZ_CMZL01000029	25655	25685	R	MEDIUM
NC_021870	2939012	2939046	R	HIGH
NZ_MXOC01000008	188912	188946	F	HIGH
NC_021883	1069136	1069171	F	MEDIUM
NZ_ATHJ01000001	92	132	F	MEDIUM
NZ_CP015381	2920932	2920972	F	HIGH
NZ_CP015381	2921521	2921561	F	HIGH
NZ_CP019913	2921166	2921206	F	HIGH
NZ_CP019913	2921755	2921795	F	HIGH
NZ_LVYN01000183	1380	1413	R	HIGH
NZ_CMZL01000029	25919	25949	R	LOW
NZ_LVYQ01000007	35087	35120	R	HIGH
NC_021900	1290394	1290424	R	HIGH
NZ_JQGT01000154	2037	2068	R	LOW
NZ_JQGV01000216	11096	11128	R	HIGH
NZ_KI391979	543994	544024	F	HIGH
NZ_KQ961697	350	380	F	HIGH
NC_022244	334923	334957	F	HIGH
NC_022244	334923	334957	F	HIGH
NC_022244	334706	334743	F	HIGH
NC_022244	334565	334599	F	HIGH
NZ_CMYZ01000153	754	784	R	LOW
NZ_MUFR01000064	1073	1105	R	LOW
NZ_PPAT01000016	32469	32507	R	HIGH
NZ_PPAZ01000009	124904	124942	R	HIGH
NZ_LFRC01000005	129630	129666	R	HIGH
NZ_LFQB01000008	281717	281753	R	HIGH
NZ_LFPY01000002	438527	438563	R	HIGH
NZ_LFQY01000174	204510	204546	F	LOW
NZ_LFPT01000004	87292	87328	R	HIGH
NZ_LFQZ01000001	87292	87328	R	HIGH
NZ_LFPR01000007	89317	89353	F	LOW
NZ_CMXL01000041	16707	16737	F	MEDIUM
NZ_LFPN01000004	282434	282470	R	HIGH
NZ_CP013847	1179725	1179761	F	LOW
NZ_LFPW01000001	87263	87299	R	HIGH
NZ_LFPX01000008	204524	204560	F	LOW
NZ_ATSY01000004	77499	77536	F	HIGH
NZ_AUNK01000024	15223	15256	F	HIGH
NZ_MSCR01000004	2198	2228	F	MEDIUM
NZ_CP018809	1377113	1377143	NA	NA
NZ_CP018809	1377509	1377539	NA	NA
NZ_CMXL01000041	17103	17133	R	LOW
NZ_CP018809	1378103	1378133	R	HIGH
NZ_AVGJ01000153	2290	2326	R	MEDIUM
NZ_AVGK01000014	463024	463060	R	MEDIUM
NZ_CZXS01000012	46160	46196	R	MEDIUM
NZ_CZXQ01000080	12921	12957	R	MEDIUM
NZ_CZZE01000153	2801	2837	R	MEDIUM
NZ_FAAF01000014	35602	35638	R	MEDIUM
NZ_FAAQ01000081	12023	12059	R	MEDIUM
NZ_FABG01000071	11957	11993	R	MEDIUM
NC_004557	1592362	1592397	R	HIGH
NZ_FABI01000012	47474	47510	R	MEDIUM
NZ_CMXF01000037	1178	1207	F	LOW
NZ_FABX01000022	45308	45344	R	MEDIUM
NZ_FAEH01000026	35854	35890	R	MEDIUM
NZ_FAFF01000018	46622	46658	R	MEDIUM
NZ_FAGG01000025	45392	45428	R	MEDIUM
NZ_FAGF01000009	57302	57338	R	MEDIUM
NZ_FAIE01000037	35602	35638	R	MEDIUM
NZ_FAJR01000015	45224	45260	R	MEDIUM
NZ_FALS01000014	35568	35604	R	MEDIUM
NZ_FAOL01000010	87393	87429	R	MEDIUM
NZ_AVLU01000030	47456	47492	R	MEDIUM
NZ_CMYQ01000037	17640	17670	R	MEDIUM
NZ_AWZK01000042	19141	19177	R	MEDIUM
NZ_AVML01000039	58779	58815	R	MEDIUM
NZ_AVMM01000035	47170	47206	R	MEDIUM
NZ_AVLO01000112	3199	3235	R	MEDIUM
NZ_AWZM01000038	58746	58782	R	MEDIUM
NZ_AVLQ01000137	2973	3009	R	MEDIUM
NZ_AVMU01000032	26955	26991	R	MEDIUM
NZ_AVMX01000030	23001	23037	R	MEDIUM
NZ_AVMZ01000033	8728	8764	R	MEDIUM
NZ_FUUU01000017	45494	45530	R	MEDIUM
NZ_CMYQ01000037	17970	18000	F	MEDIUM
NZ_FUTN01000015	45496	45532	R	MEDIUM
NZ_OEZP01000105	26002	26038	R	MEDIUM
NZ_FURN01000003	473096	473132	R	MEDIUM
NZ_OEZT01000073	17089	17127	R	MEDIUM
NZ_OEZX01000072	8375	8413	R	MEDIUM
NZ_AVID01000074	6784	6821	R	MEDIUM
NZ_AVGT01000024	2383	2420	F	MEDIUM
NZ_AVHA01000043	2385	2422	F	HIGH
NZ_AVHJ01000270	870	908	R	LOW
NZ_AVHJ01000326	9187	9224	R	MEDIUM
NZ_CMXU01000040	16783	16813	F	LOW
NZ_AVJZ01000029	6723	6760	R	HIGH
NZ_FABM01000047	1419	1456	F	MEDIUM
NZ_AVMM01000041	4608	4645	R	HIGH
NZ_AVHM01000073	629	667	F	MEDIUM
NZ_AVHT01000046	2217	2255	R	MEDIUM
NZ_AVKL01000054	13429	13467	F	MEDIUM
NZ_CZXU01000044	5528	5566	F	MEDIUM
NZ_CZXZ01000101	748	786	F	MEDIUM
NZ_CZYI01000025	39341	39379	F	LOW
